date,open,high,low,close,volume,ema,ema2
2025-09-08T09:15:00.000000000,24888.5,24897.0,24880.1,24891.8,26475,NaN,NaN
2025-09-08T09:15:15.000000000,24896.9,24910.6,24895.2,24906.3,47700,NaN,NaN
2025-09-08T09:15:30.000000000,24898.0,24907.0,24895.1,24902.5,20475,NaN,NaN
2025-09-08T09:15:45.000000000,24900.2,24905.5,24895.7,24895.7,18750,NaN,NaN
2025-09-08T09:16:00.000000000,24897.3,24903.7,24896.0,24896.0,14175,NaN,NaN
2025-09-08T09:16:15.000000000,24900.0,24901.0,24886.0,24889.0,16425,NaN,NaN
2025-09-08T09:16:30.000000000,24886.7,24894.0,24884.6,24893.6,18300,24896.414285714283,NaN
2025-09-08T09:16:45.000000000,24893.0,24894.2,24887.5,24891.0,7275,24895.06071428571,NaN
2025-09-08T09:17:00.000000000,24893.4,24895.0,24886.3,24893.5,9525,24894.670535714286,NaN
2025-09-08T09:17:15.000000000,24890.0,24894.4,24889.0,24889.0,5475,24893.252901785716,NaN
2025-09-08T09:17:30.000000000,24892.0,24893.8,24886.9,24887.1,4125,24891.71467633929,NaN
2025-09-08T09:17:45.000000000,24890.0,24894.0,24886.3,24886.3,4350,24890.361007254465,NaN
2025-09-08T09:18:00.000000000,24886.3,24890.0,24885.0,24888.0,3375,24889.770755440848,NaN
2025-09-08T09:18:15.000000000,24888.0,24889.0,24881.1,24882.0,6300,24887.828066580638,NaN
2025-09-08T09:18:30.000000000,24882.0,24887.9,24880.0,24886.5,5250,24887.49604993548,NaN
2025-09-08T09:18:45.000000000,24886.5,24889.0,24882.6,24882.6,4875,24886.272037451607,NaN
2025-09-08T09:19:00.000000000,24882.6,24884.9,24881.2,24882.0,3675,24885.204028088705,NaN
2025-09-08T09:19:15.000000000,24881.1,24881.2,24873.0,24876.9,24225,24883.128021066528,NaN
2025-09-08T09:19:30.000000000,24876.9,24881.7,24874.8,24878.9,3300,24882.0710157999,NaN
2025-09-08T09:19:45.000000000,24878.9,24880.9,24875.0,24875.0,3750,24880.303261849924,NaN
2025-09-08T09:20:00.000000000,24880.7,24880.7,24873.1,24879.9,5025,24880.202446387444,NaN
2025-09-08T09:20:15.000000000,24879.9,24881.2,24875.0,24875.0,17025,24878.901834790584,NaN
2025-09-08T09:20:30.000000000,24875.0,24875.8,24871.0,24874.0,3900,24877.67637609294,NaN
2025-09-08T09:20:45.000000000,24875.1,24882.6,24875.0,24882.6,3825,24878.907282069704,NaN
2025-09-08T09:21:00.000000000,24882.0,24885.0,24879.6,24885.0,13200,24880.430461552278,NaN
2025-09-08T09:21:15.000000000,24884.8,24886.8,24883.0,24886.8,6750,24882.022846164207,NaN
2025-09-08T09:21:30.000000000,24886.8,24888.7,24883.9,24887.7,5925,24883.442134623154,NaN
2025-09-08T09:21:45.000000000,24887.7,24894.6,24885.1,24893.0,7425,24885.831600967365,NaN
2025-09-08T09:22:00.000000000,24893.0,24900.0,24893.0,24898.6,21600,24889.023700725524,NaN
2025-09-08T09:22:15.000000000,24898.6,24899.1,24894.0,24894.4,11625,24890.367775544142,24887.690000000002
2025-09-08T09:22:30.000000000,24890.0,24893.0,24881.0,24884.0,9975,24888.775831658106,24887.451935483874
2025-09-08T09:22:45.000000000,24884.0,24884.0,24875.1,24875.1,5400,24885.356873743578,24886.655036420398
