date,open,high,low,close,volume,ema,ema2
2025-09-01T09:15:00.000000000,54158.0,54245.0,54116.6,54245.0,37030,NaN,NaN
2025-09-01T09:18:00.000000000,54248.0,54280.0,54237.6,54240.2,33180,NaN,NaN
2025-09-01T09:21:00.000000000,54232.8,54299.0,54219.4,54299.0,20195,NaN,NaN
2025-09-01T09:24:00.000000000,54299.0,54320.0,54285.0,54301.4,13090,NaN,NaN
2025-09-01T09:27:00.000000000,54300.0,54314.0,54285.0,54313.6,11655,NaN,NaN
2025-09-01T09:30:00.000000000,54313.6,54360.0,54285.4,54308.4,29435,NaN,NaN
2025-09-01T09:33:00.000000000,54308.2,54356.0,54299.2,54335.0,16765,54291.8,NaN
2025-09-01T09:36:00.000000000,54335.0,54367.2,54335.0,54358.0,20615,54308.350000000006,NaN
2025-09-01T09:39:00.000000000,54358.2,54366.2,54310.0,54322.2,12460,54311.8125,NaN
2025-09-01T09:42:00.000000000,54315.2,54340.0,54301.0,54338.0,4060,54318.359375,NaN
2025-09-01T09:45:00.000000000,54338.0,54350.0,54315.0,54333.0,5040,54322.01953125,NaN
2025-09-01T09:48:00.000000000,54346.8,54346.8,54315.0,54334.0,4060,54325.0146484375,NaN
2025-09-01T09:51:00.000000000,54340.0,54350.0,54330.0,54341.0,5285,54329.010986328125,NaN
2025-09-01T09:54:00.000000000,54341.0,54362.0,54311.6,54314.8,5600,54325.45823974609,NaN
2025-09-01T09:57:00.000000000,54314.8,54340.0,54310.0,54330.8,3710,54326.79367980957,NaN
2025-09-01T10:00:00.000000000,54331.4,54332.8,54305.0,54319.2,4585,54324.89525985718,NaN
2025-09-01T10:03:00.000000000,54315.0,54316.0,54275.0,54275.0,6685,54312.42144489288,NaN
2025-09-01T10:06:00.000000000,54275.0,54282.0,54230.4,54266.4,15890,54300.91608366966,NaN
2025-09-01T10:09:00.000000000,54273.2,54284.0,54260.0,54275.8,3360,54294.63706275225,NaN
2025-09-01T10:12:00.000000000,54270.4,54286.0,54257.4,54257.4,2345,54285.32779706419,NaN
2025-09-01T10:15:00.000000000,54254.0,54293.4,54236.8,54279.2,11515,54283.79584779814,NaN
2025-09-01T10:18:00.000000000,54279.2,54279.2,54220.0,54227.0,7315,54269.5968858486,NaN
2025-09-01T10:21:00.000000000,54220.2,54223.0,54179.0,54205.4,16100,54253.54766438645,NaN
2025-09-01T10:24:00.000000000,54205.4,54239.8,54185.2,54227.0,5565,54246.91074828984,NaN
2025-09-01T10:27:00.000000000,54228.4,54240.0,54216.0,54217.4,4410,54239.53306121738,NaN
2025-09-01T10:30:00.000000000,54216.2,54220.0,54200.0,54206.2,4060,54231.19979591303,NaN
2025-09-01T10:33:00.000000000,54200.0,54202.4,54170.0,54173.0,6930,54216.64984693477,NaN
2025-09-01T10:36:00.000000000,54172.4,54196.4,54166.0,54188.0,4445,54209.48738520108,NaN
2025-09-01T10:39:00.000000000,54188.0,54190.2,54169.6,54170.4,5005,54199.71553890081,NaN
2025-09-01T10:42:00.000000000,54170.4,54218.0,54168.0,54218.0,2975,54204.28665417561,54273.993333333325
2025-09-01T10:45:00.000000000,54210.0,54268.4,54210.0,54250.0,15925,54215.714990631706,54272.445376344076
2025-09-01T10:48:00.000000000,54250.0,54258.0,54239.4,54250.4,3570,54224.38624297378,54271.0230939993
2025-09-01T10:51:00.000000000,54249.6,54259.8,54223.0,54225.4,2345,54224.639682230336,54268.07966857999
2025-09-01T10:54:00.000000000,54225.0,54233.6,54200.0,54218.6,2835,54223.12976167275,54264.887431897405
2025-09-01T10:57:00.000000000,54219.4,54249.0,54213.2,54248.2,2065,54229.39732125457,54263.810823387896
2025-09-01T11:00:00.000000000,54248.6,54257.4,54225.2,54250.2,1575,54234.59799094092,54262.93270574997
2025-09-01T11:03:00.000000000,54250.2,54259.8,54245.0,54250.0,1085,54238.448493205695,54262.098337637064
2025-09-01T11:06:00.000000000,54250.0,54250.0,54216.4,54216.4,3675,54232.93636990427,54259.15005778951
2025-09-01T11:09:00.000000000,54227.2,54257.4,54220.0,54243.6,7035,54235.6022774282,54258.14682825471
2025-09-01T11:12:00.000000000,54243.6,54243.6,54228.0,54228.0,875,54233.70170807115,54256.20187159311
2025-09-01T11:15:00.000000000,54228.0,54228.0,54212.2,54225.0,1470,54231.52628105336,54254.18884761936
2025-09-01T11:18:00.000000000,54228.0,54235.0,54213.6,54224.2,1155,54229.69471079002,54252.25408325683
2025-09-01T11:21:00.000000000,54224.2,54233.2,54206.0,54228.6,2975,54229.42103309251,54250.72801336929
2025-09-01T11:24:00.000000000,54228.6,54241.0,54215.2,54224.2,1960,54228.11577481938,54249.01652863579
2025-09-01T11:27:00.000000000,54224.2,54244.4,54217.0,54243.6,1295,54231.98683111453,54248.66707517541
2025-09-01T11:30:00.000000000,54243.6,54256.0,54229.8,54240.6,1820,54234.1401233359,54248.14661871248
2025-09-01T11:33:00.000000000,54240.6,54241.0,54213.0,54220.2,490,54230.655092501926,54246.34361105361
2025-09-01T11:36:00.000000000,54220.2,54220.2,54206.0,54209.0,2170,54225.241319376444,54243.934345824346
2025-09-01T11:39:00.000000000,54209.0,54210.0,54195.2,54197.4,2520,54218.28098953233,54240.93212996471
2025-09-01T11:42:00.000000000,54200.0,54209.8,54190.0,54197.4,4200,54213.060742149246,54238.12360545086
2025-09-01T11:45:00.000000000,54210.0,54210.0,54177.4,54180.0,4655,54204.795556611934,54234.373695421775
2025-09-01T11:48:00.000000000,54180.0,54182.8,54162.6,54165.0,9205,54194.84666745895,54229.897973136496
2025-09-01T11:51:00.000000000,54165.4,54182.6,54151.8,54158.0,5600,54185.635000594215,54225.259394224464
2025-09-01T11:54:00.000000000,54158.0,54169.6,54125.0,54125.2,6720,54170.52625044566,54218.80394943579
2025-09-01T11:57:00.000000000,54125.2,54136.8,54116.4,54121.2,7420,54158.19468783424,54212.50692043993
2025-09-01T12:00:00.000000000,54121.0,54160.0,54120.0,54158.4,2870,54158.24601587568,54209.01615137929
2025-09-01T12:03:00.000000000,54158.4,54160.2,54136.6,54150.8,2590,54156.38451190676,54205.26027064514
2025-09-01T12:06:00.000000000,54155.0,54180.0,54154.8,54180.0,2345,54162.28838393007,54203.630575764815
2025-09-01T12:09:00.000000000,54180.0,54195.4,54166.8,54181.0,4690,54166.96628794755,54202.170538618695
2025-09-01T12:12:00.000000000,54181.0,54194.4,54181.0,54191.0,875,54172.97471596066,54201.44985870781
2025-09-01T12:15:00.000000000,54191.0,54204.8,54177.0,54177.0,1820,54173.981036970494,54199.872448468595
2025-09-01T12:18:00.000000000,54185.0,54200.0,54167.6,54167.6,2975,54172.38577772787,54197.79035501901
2025-09-01T12:21:00.000000000,54167.6,54194.4,54167.6,54185.6,3080,54175.6893332959,54197.00388050165
2025-09-01T12:24:00.000000000,54185.6,54219.8,54185.6,54217.6,4655,54186.16699997192,54198.33266240477
2025-09-01T12:27:00.000000000,54220.0,54245.0,54206.2,54240.2,4550,54199.67524997894,54201.033780959304
2025-09-01T12:30:00.000000000,54244.6,54250.0,54234.0,54235.4,9170,54208.60643748421,54203.250956381286
2025-09-01T12:33:00.000000000,54225.2,54233.2,54212.0,54226.0,1295,54212.95482811316,54204.71863661475
2025-09-01T12:36:00.000000000,54222.0,54264.0,54201.4,54263.0,5005,54225.46612108487,54208.47872457509
2025-09-01T12:39:00.000000000,54264.0,54275.0,54247.0,54261.2,6475,54234.39959081366,54211.88009718315
2025-09-01T12:42:00.000000000,54260.0,54261.0,54232.0,54255.0,5180,54239.54969311024,54214.66202639714
2025-09-01T12:45:00.000000000,54255.0,54265.0,54250.0,54265.0,1470,54245.91226983268,54217.909637597324
2025-09-01T12:48:00.000000000,54262.8,54281.4,54250.0,54265.2,4410,54250.734202374515,54220.96062872008
2025-09-01T12:51:00.000000000,54261.8,54277.0,54245.0,54275.0,5670,54256.80065178088,54224.4470397704
2025-09-01T12:54:00.000000000,54275.0,54278.6,54250.0,54255.0,6475,54256.35048883566,54226.41819849489
2025-09-01T12:57:00.000000000,54255.0,54268.6,54252.6,54268.0,630,54259.26286662675,54229.10089536619
2025-09-01T13:00:00.000000000,54270.0,54280.0,54260.2,54260.2,4060,54259.49714997006,54231.10728921353
2025-09-01T13:03:00.000000000,54260.2,54298.4,54260.2,54298.0,4515,54269.12286247755,54235.422947973944
2025-09-01T13:06:00.000000000,54296.8,54307.0,54281.6,54299.0,7280,54276.59214685816,54239.52469326595
2025-09-01T13:09:00.000000000,54299.6,54310.0,54288.2,54295.0,3220,54281.19411014362,54243.10374531331
2025-09-01T13:12:00.000000000,54292.2,54299.6,54280.0,54299.2,2345,54285.69558260771,54246.7228585189
2025-09-01T13:15:00.000000000,54300.0,54317.2,54294.4,54300.0,9520,54289.271686955784,54250.16009345317
2025-09-01T13:18:00.000000000,54300.0,54315.2,54300.0,54313.0,3745,54295.20376521684,54254.214280972315
2025-09-01T13:21:00.000000000,54310.0,54315.0,54280.2,54294.2,2450,54294.95282391262,54256.79400478055
2025-09-01T13:24:00.000000000,54280.2,54293.6,54269.2,54273.4,2030,54289.56461793447,54257.86535931084
2025-09-01T13:27:00.000000000,54273.4,54308.8,54273.4,54292.8,3885,54290.37346345085,54260.11920709724
2025-09-01T13:30:00.000000000,54292.8,54330.0,54292.8,54327.0,5180,54299.53009758814,54264.43409696194
2025-09-01T13:33:00.000000000,54327.0,54333.0,54302.2,54318.0,3395,54304.147573191105,54267.88996167407
2025-09-01T13:36:00.000000000,54318.0,54331.8,54318.0,54318.0,2275,54307.61067989333,54271.12286737251
2025-09-01T13:39:00.000000000,54323.2,54333.0,54300.0,54300.0,3920,54305.708009919996,54272.98590818719
2025-09-01T13:42:00.000000000,54300.0,54307.4,54282.0,54297.6,2555,54303.68100744,54274.573914110595
2025-09-01T13:45:00.000000000,54295.8,54298.0,54277.0,54277.0,2065,54297.01075558,54274.73043578088
2025-09-01T13:48:00.000000000,54280.0,54288.8,54250.2,54287.6,7280,54294.658066685,54275.56073024663
2025-09-01T13:51:00.000000000,54287.8,54297.2,54262.2,54281.4,8330,54291.34355001375,54275.93745732749
2025-09-01T13:54:00.000000000,54281.4,54296.0,54267.6,54294.4,7000,54292.107662510316,54277.128589112814
2025-09-01T13:57:00.000000000,54294.4,54298.0,54271.2,54285.0,1820,54290.33074688274,54277.63642207328
2025-09-01T14:00:00.000000000,54285.0,54288.0,54274.6,54284.8,1190,54288.94806016206,54278.098588391134
2025-09-01T14:03:00.000000000,54284.8,54295.0,54274.8,54295.0,1260,54290.46104512154,54279.18900204332
2025-09-01T14:06:00.000000000,54295.0,54305.4,54290.4,54305.4,735,54294.195783841154,54280.88003416956
2025-09-01T14:09:00.000000000,54306.6,54317.2,54300.2,54300.2,2660,54295.69683788087,54282.12648357797
2025-09-01T14:12:00.000000000,54300.2,54329.0,54300.2,54316.0,9520,54300.77262841065,54284.31187173423
